1   100.0   1
2   50.0    3.46
3   173.0   1
4   50.0    3.46
5   173.0   1
6   50.0    3.46
7   173.0   1
8   50.0    3.46
9   173.0   1
10  50.0    3.46
11  173.0   1
12  50.0    3.46
13  173.0   1
14  50.0    3.46
15  173.0   1
16  50.0    3.46
17  173.0   1
18  50.0    3.46
19  173.0   1
20  100.0   1

